Date,Client ID,Client Age,Client Gender,Service Type,Service Price CAD,Employee ID,Service Duration Minutes,Payment Method,Customer Booking Type,Customer Satisfaction Rating
8/11/2023,C564,37,Male,Acrylic Nails,CAD 82.96,E7,54,Debit Card,Walk-in,1
11/9/2023,C565,62,Male,Manicure,CAD 117.64,E14,32,Cash,Pre-booked,3
1/14/2023,C566,48,Male,Nail Art,CAD 31.97,E2,57,Mobile Payment,Walk-in,5
6/1/2023,C567,33,Male,Foot Massage,CAD 72.75,E6,101,Credit Card,Walk-in,2
10/6/2023,C568,45,Male,Pedicure,CAD 76.72,E1,88,Mobile Payment,Pre-booked,4
4/7/2023,C569,64,Male,Acrylic Nails,CAD 123.43,E8,53,Credit Card,Pre-booked,1
3/28/2023,C570,26,Female,Nail Art,CAD 112.20,E15,112,Credit Card,Pre-booked,3
8/10/2023,C571,27,Female,Nail Art,CAD 124.69,E1,111,Debit Card,Pre-booked,3
6/15/2023,C572,46,Male,Pedicure,CAD 30.49,E10,44,Credit Card,Walk-in,1
6/26/2023,C573,19,Male,Manicure,CAD 121.90,E9,102,Credit Card,Walk-in,1
7/11/2023,C574,60,Female,Foot Massage,CAD 92.24,E4,47,Credit Card,Walk-in,3
12/13/2023,C575,35,Male,Nail Art,CAD 146.46,E3,84,Debit Card,Pre-booked,4
7/14/2023,C576,40,Female,Manicure,CAD 38.70,E6,106,Mobile Payment,Pre-booked,1
12/12/2023,C577,36,Male,Gel Nails,CAD 149.33,E12,31,Mobile Payment,Pre-booked,3
2/8/2023,C578,41,Male,Nail Art,CAD 146.23,E5,80,Cash,Walk-in,1
6/14/2023,C579,45,Female,Manicure,CAD 120.10,E15,118,Cash,Pre-booked,1
6/19/2023,C580,19,Female,Gel Nails,CAD 117.94,E11,46,Credit Card,Walk-in,4
1/16/2023,C581,20,Female,Pedicure,CAD 118.97,E11,40,Mobile Payment,Pre-booked,2
11/19/2023,C582,47,Female,Manicure,CAD 71.30,E4,78,Cash,Pre-booked,5
5/15/2023,C583,54,Female,Pedicure,CAD 59.09,E8,33,Debit Card,Walk-in,5
11/13/2023,C584,59,Male,Foot Massage,CAD 92.53,E5,99,Debit Card,Walk-in,2
3/9/2023,C585,55,Male,Acrylic Nails,CAD 102.56,E15,88,Debit Card,Walk-in,5
5/2/2023,C586,40,Female,Pedicure,CAD 46.49,E2,95,Credit Card,Pre-booked,1
1/6/2023,C587,65,Male,Manicure,CAD 32.79,E1,72,Debit Card,Pre-booked,3
12/12/2023,C588,18,Female,Pedicure,CAD 107.45,E6,100,Debit Card,Pre-booked,3
7/26/2023,C589,42,Female,Nail Art,CAD 142.74,E14,49,Cash,Pre-booked,4
11/11/2023,C590,19,Female,Manicure,CAD 28.11,E12,109,Credit Card,Walk-in,4
9/29/2023,C591,50,Female,Gel Nails,CAD 136.04,E13,71,Debit Card,Pre-booked,5
5/7/2023,C592,38,Male,Gel Nails,CAD 46.83,E15,37,Mobile Payment,Pre-booked,2
11/10/2023,C593,24,Female,Acrylic Nails,CAD 90.35,E9,89,Mobile Payment,Walk-in,5
7/21/2023,C594,57,Female,Manicure,CAD 131.39,E15,69,Cash,Pre-booked,4
12/3/2023,C595,51,Male,Foot Massage,CAD 51.94,E10,87,Cash,Pre-booked,1
9/22/2023,C596,41,Male,Nail Art,CAD 26.74,E2,36,Credit Card,Walk-in,5
11/4/2023,C597,56,Male,Pedicure,CAD 111.99,E7,115,Credit Card,Walk-in,3
10/26/2023,C598,60,Female,Acrylic Nails,CAD 93.99,E12,42,Debit Card,Walk-in,5
12/5/2023,C599,43,Female,Manicure,CAD 33.98,E8,103,Mobile Payment,Walk-in,1
5/25/2023,C600,41,Female,Nail Art,CAD 25.96,E6,116,Cash,Walk-in,1
6/23/2023,C601,35,Male,Nail Art,CAD 134.60,E10,87,Credit Card,Walk-in,2
7/4/2023,C602,65,Female,Foot Massage,CAD 33.71,E15,38,Cash,Pre-booked,3
12/17/2023,C603,65,Female,Gel Nails,CAD 38.44,E9,102,Debit Card,Walk-in,4
9/30/2023,C604,20,Female,Nail Art,CAD 29.42,E2,73,Mobile Payment,Pre-booked,2
4/17/2023,C605,36,Female,Nail Art,CAD 148.15,E4,48,Mobile Payment,Pre-booked,5
12/23/2023,C606,60,Male,Foot Massage,CAD 143.11,E3,36,Cash,Pre-booked,3
1/21/2023,C607,28,Male,Nail Art,CAD 43.84,E9,39,Credit Card,Pre-booked,5
4/11/2023,C608,36,Male,Nail Art,CAD 42.49,E11,85,Credit Card,Walk-in,1
9/11/2023,C609,58,Male,Pedicure,CAD 132.13,E6,83,Credit Card,Pre-booked,1
11/2/2023,C610,24,Female,Gel Nails,CAD 32.15,E6,44,Mobile Payment,Walk-in,5
10/7/2023,C611,45,Male,Manicure,CAD 55.80,E2,91,Debit Card,Walk-in,1
12/19/2023,C612,47,Male,Pedicure,CAD 33.13,E3,33,Cash,Walk-in,3
8/24/2023,C613,51,Male,Manicure,CAD 38.15,E13,87,Cash,Walk-in,3
7/25/2023,C614,19,Female,Pedicure,CAD 127.13,E12,109,Credit Card,Pre-booked,2
12/17/2023,C615,58,Male,Gel Nails,CAD 122.64,E10,98,Credit Card,Pre-booked,3
11/29/2023,C616,20,Male,Pedicure,CAD 95.48,E10,41,Debit Card,Walk-in,5
1/31/2023,C617,38,Female,Gel Nails,CAD 118.03,E3,30,Mobile Payment,Walk-in,2
3/3/2023,C618,20,Male,Gel Nails,CAD 69.40,E2,33,Mobile Payment,Pre-booked,3
10/6/2023,C619,56,Female,Foot Massage,CAD 124.23,E9,102,Mobile Payment,Walk-in,3
6/6/2023,C620,56,Male,Nail Art,CAD 62.48,E8,51,Mobile Payment,Pre-booked,2
10/26/2023,C621,21,Male,Nail Art,CAD 122.84,E4,103,Credit Card,Pre-booked,3
2/9/2023,C622,57,Male,Nail Art,CAD 108.88,E1,87,Cash,Walk-in,5
10/15/2023,C623,44,Female,Foot Massage,CAD 93.60,E8,70,Debit Card,Walk-in,3
7/16/2023,C624,63,Male,Acrylic Nails,CAD 99.32,E7,47,Debit Card,Pre-booked,5
6/4/2023,C625,42,Female,Pedicure,CAD 70.77,E1,96,Mobile Payment,Walk-in,1
7/27/2023,C626,31,Male,Gel Nails,CAD 99.79,E7,59,Mobile Payment,Pre-booked,2
1/30/2023,C627,63,Male,Nail Art,CAD 100.23,E1,97,Cash,Walk-in,1
8/24/2023,C628,50,Female,Manicure,CAD 28.84,E11,97,Credit Card,Walk-in,2
11/19/2023,C629,59,Male,Foot Massage,CAD 124.74,E2,38,Credit Card,Pre-booked,5
7/22/2023,C630,22,Female,Manicure,CAD 55.01,E12,98,Cash,Walk-in,2
4/29/2023,C631,22,Male,Manicure,CAD 22.44,E15,31,Debit Card,Pre-booked,5
4/23/2023,C632,47,Male,Nail Art,CAD 109.10,E4,45,Mobile Payment,Walk-in,5
12/7/2023,C633,27,Male,Foot Massage,CAD 136.99,E8,68,Credit Card,Walk-in,5
1/31/2023,C634,30,Female,Acrylic Nails,CAD 149.35,E7,101,Debit Card,Walk-in,1
12/1/2023,C635,38,Male,Foot Massage,CAD 132.77,E15,66,Cash,Walk-in,3
8/3/2023,C636,52,Female,Manicure,CAD 124.32,E15,40,Credit Card,Walk-in,4
10/18/2023,C637,63,Male,Manicure,CAD 125.53,E6,31,Cash,Pre-booked,3
11/12/2023,C638,46,Male,Foot Massage,CAD 111.08,E3,42,Cash,Walk-in,2
5/24/2023,C639,41,Male,Foot Massage,CAD 36.73,E1,47,Credit Card,Pre-booked,5
1/31/2023,C640,43,Female,Nail Art,CAD 143.63,E12,42,Credit Card,Walk-in,2
7/7/2023,C641,40,Male,Manicure,CAD 74.43,E1,64,Mobile Payment,Pre-booked,1
8/2/2023,C642,41,Female,Gel Nails,CAD 26.20,E13,117,Cash,Pre-booked,4
4/22/2023,C643,24,Male,Foot Massage,CAD 99.65,E1,104,Cash,Walk-in,4
4/4/2023,C644,19,Female,Nail Art,CAD 23.09,E15,60,Mobile Payment,Walk-in,5
5/14/2023,C645,43,Male,Pedicure,CAD 139.21,E2,67,Credit Card,Pre-booked,3
7/25/2023,C646,52,Male,Acrylic Nails,CAD 40.71,E10,47,Debit Card,Walk-in,3
5/16/2023,C647,62,Male,Foot Massage,CAD 58.08,E8,77,Mobile Payment,Pre-booked,5
5/14/2023,C648,30,Female,Manicure,CAD 71.27,E3,47,Cash,Walk-in,3
5/6/2023,C649,57,Female,Acrylic Nails,CAD 123.46,E13,105,Credit Card,Walk-in,5
8/28/2023,C650,20,Female,Pedicure,CAD 67.58,E11,99,Mobile Payment,Walk-in,5
11/22/2023,C651,61,Male,Gel Nails,CAD 106.71,E14,103,Cash,Pre-booked,5
11/13/2023,C652,34,Female,Pedicure,CAD 107.63,E2,104,Credit Card,Walk-in,4
9/11/2023,C653,44,Female,Nail Art,CAD 23.78,E3,104,Credit Card,Pre-booked,4
9/10/2023,C654,25,Female,Acrylic Nails,CAD 46.16,E13,64,Cash,Pre-booked,3
10/17/2023,C655,32,Male,Foot Massage,CAD 47.17,E10,66,Cash,Pre-booked,1
9/10/2023,C656,56,Female,Nail Art,CAD 29.65,E13,67,Debit Card,Walk-in,5
4/27/2023,C657,57,Female,Nail Art,CAD 63.26,E5,67,Credit Card,Pre-booked,4
8/27/2023,C658,21,Female,Foot Massage,CAD 27.74,E8,66,Cash,Walk-in,1
5/12/2023,C659,43,Male,Gel Nails,CAD 112.61,E5,96,Credit Card,Pre-booked,3
1/20/2023,C660,64,Male,Manicure,CAD 142.72,E1,65,Debit Card,Walk-in,1
12/20/2023,C661,47,Male,Acrylic Nails,CAD 35.12,E14,86,Mobile Payment,Pre-booked,2
3/25/2023,C662,61,Female,Nail Art,CAD 49.55,E14,96,Credit Card,Pre-booked,4
5/10/2023,C663,38,Male,Acrylic Nails,CAD 43.26,E9,118,Cash,Pre-booked,4
12/31/2023,C664,37,Female,Nail Art,CAD 58.43,E10,31,Credit Card,Walk-in,1
3/29/2023,C665,38,Female,Pedicure,CAD 138.32,E11,69,Cash,Walk-in,5
9/18/2023,C666,47,Female,Pedicure,CAD 67.19,E4,86,Credit Card,Walk-in,3
8/15/2023,C667,39,Male,Foot Massage,CAD 85.67,E14,88,Credit Card,Pre-booked,4
10/27/2023,C668,19,Male,Gel Nails,CAD 111.41,E2,71,Credit Card,Pre-booked,1
1/21/2023,C669,56,Male,Foot Massage,CAD 104.29,E11,108,Mobile Payment,Walk-in,3
6/5/2023,C670,58,Female,Pedicure,CAD 20.45,E13,69,Mobile Payment,Walk-in,4
7/1/2023,C671,29,Male,Acrylic Nails,CAD 49.96,E14,74,Debit Card,Walk-in,2
12/21/2023,C672,28,Male,Manicure,CAD 137.59,E1,83,Mobile Payment,Pre-booked,2
12/23/2023,C673,20,Female,Foot Massage,CAD 119.04,E4,95,Cash,Walk-in,3
1/16/2023,C674,19,Female,Foot Massage,CAD 103.15,E7,108,Debit Card,Walk-in,4
9/30/2023,C675,31,Female,Gel Nails,CAD 58.52,E12,77,Credit Card,Walk-in,1
6/22/2023,C676,65,Female,Gel Nails,CAD 105.72,E14,103,Mobile Payment,Pre-booked,2
8/4/2023,C677,48,Female,Foot Massage,CAD 82.09,E8,94,Debit Card,Walk-in,3
4/14/2023,C678,28,Female,Manicure,CAD 83.71,E9,79,Credit Card,Walk-in,3
8/23/2023,C679,33,Male,Manicure,CAD 146.67,E13,67,Debit Card,Walk-in,2
4/14/2023,C680,48,Female,Foot Massage,CAD 143.45,E7,112,Credit Card,Walk-in,4
2/21/2023,C681,35,Female,Manicure,CAD 97.81,E14,65,Cash,Pre-booked,2
2/1/2023,C682,18,Male,Pedicure,CAD 72.68,E1,57,Credit Card,Pre-booked,3
5/20/2023,C683,37,Male,Nail Art,CAD 48.88,E8,52,Mobile Payment,Walk-in,5
3/8/2023,C684,32,Male,Gel Nails,CAD 103.27,E10,67,Credit Card,Pre-booked,2
4/26/2023,C685,45,Male,Manicure,CAD 80.79,E9,93,Debit Card,Pre-booked,3
4/5/2023,C686,27,Female,Foot Massage,CAD 54.91,E5,54,Debit Card,Pre-booked,5
10/11/2023,C687,43,Male,Pedicure,CAD 147.10,E15,31,Cash,Walk-in,3
3/28/2023,C688,32,Male,Pedicure,CAD 58.47,E15,114,Cash,Pre-booked,2
3/5/2023,C689,45,Male,Gel Nails,CAD 129.91,E10,107,Mobile Payment,Walk-in,5
3/4/2023,C690,29,Male,Foot Massage,CAD 122.83,E10,93,Debit Card,Walk-in,5
10/3/2023,C691,58,Female,Pedicure,CAD 142.85,E14,101,Credit Card,Pre-booked,4
9/9/2023,C692,44,Male,Pedicure,CAD 134.19,E13,118,Mobile Payment,Pre-booked,2
5/26/2023,C693,57,Female,Gel Nails,CAD 127.59,E3,44,Credit Card,Walk-in,5
7/13/2023,C694,28,Female,Gel Nails,CAD 109.56,E13,83,Cash,Walk-in,2
5/12/2023,C695,36,Male,Pedicure,CAD 89.18,E13,82,Debit Card,Pre-booked,4
4/19/2023,C696,44,Female,Gel Nails,CAD 54.03,E8,90,Cash,Pre-booked,3
9/2/2023,C697,51,Female,Gel Nails,CAD 98.34,E14,45,Mobile Payment,Pre-booked,3
5/22/2023,C698,62,Female,Manicure,CAD 113.73,E13,70,Debit Card,Pre-booked,2
7/6/2023,C699,50,Male,Gel Nails,CAD 143.27,E11,103,Mobile Payment,Walk-in,1
3/12/2023,C700,62,Male,Manicure,CAD 100.62,E13,52,Cash,Walk-in,4
5/25/2023,C701,33,Female,Gel Nails,CAD 148.73,E10,81,Cash,Pre-booked,2
10/2/2023,C702,26,Male,Manicure,CAD 133.34,E1,85,Cash,Pre-booked,1
11/22/2023,C703,30,Female,Pedicure,CAD 70.48,E15,113,Mobile Payment,Walk-in,1
7/9/2023,C704,40,Female,Nail Art,CAD 77.92,E14,91,Mobile Payment,Walk-in,5
10/10/2023,C705,29,Female,Foot Massage,CAD 127.51,E13,50,Mobile Payment,Pre-booked,3
2/12/2023,C706,54,Female,Foot Massage,CAD 52.34,E4,96,Mobile Payment,Walk-in,2
11/29/2023,C707,63,Male,Acrylic Nails,CAD 59.54,E1,60,Mobile Payment,Pre-booked,1
2/16/2023,C708,57,Female,Acrylic Nails,CAD 30.55,E1,45,Debit Card,Walk-in,2
6/8/2023,C709,36,Female,Pedicure,CAD 145.77,E1,31,Cash,Pre-booked,4
12/14/2023,C710,52,Female,Foot Massage,CAD 110.46,E13,37,Debit Card,Pre-booked,2
1/29/2023,C711,47,Male,Acrylic Nails,CAD 87.82,E9,107,Cash,Pre-booked,3
12/17/2023,C712,45,Female,Acrylic Nails,CAD 96.00,E5,105,Credit Card,Walk-in,4
1/27/2023,C713,32,Male,Gel Nails,CAD 120.10,E2,103,Debit Card,Walk-in,5
11/24/2023,C714,23,Male,Acrylic Nails,CAD 114.13,E7,79,Debit Card,Pre-booked,2
11/21/2023,C715,62,Male,Foot Massage,CAD 141.06,E4,82,Debit Card,Walk-in,3
5/15/2023,C716,21,Male,Nail Art,CAD 75.14,E15,91,Debit Card,Walk-in,4
9/15/2023,C717,65,Male,Foot Massage,CAD 43.15,E4,110,Credit Card,Pre-booked,5
7/9/2023,C718,64,Female,Acrylic Nails,CAD 59.38,E6,93,Debit Card,Walk-in,4
6/29/2023,C719,27,Female,Foot Massage,CAD 131.02,E12,93,Mobile Payment,Walk-in,4
7/22/2023,C720,37,Female,Gel Nails,CAD 101.65,E4,115,Cash,Walk-in,1
2/5/2023,C721,52,Female,Manicure,CAD 98.33,E5,42,Debit Card,Walk-in,2
6/29/2023,C722,46,Female,Gel Nails,CAD 35.63,E4,48,Credit Card,Walk-in,3
2/25/2023,C723,50,Male,Pedicure,CAD 41.34,E1,82,Credit Card,Pre-booked,2
2/18/2023,C724,63,Male,Pedicure,CAD 141.19,E7,33,Debit Card,Pre-booked,5
11/28/2023,C725,25,Female,Foot Massage,CAD 24.58,E8,64,Credit Card,Pre-booked,1
11/16/2023,C726,21,Male,Gel Nails,CAD 140.24,E8,60,Mobile Payment,Pre-booked,5
8/23/2023,C727,49,Female,Acrylic Nails,CAD 99.67,E7,85,Mobile Payment,Pre-booked,2
1/3/2023,C728,27,Male,Foot Massage,CAD 122.09,E13,88,Cash,Pre-booked,5
10/30/2023,C729,65,Male,Gel Nails,CAD 64.29,E3,53,Credit Card,Pre-booked,5
11/3/2023,C730,65,Female,Nail Art,CAD 90.32,E2,93,Mobile Payment,Walk-in,3
11/20/2023,C731,31,Male,Acrylic Nails,CAD 21.47,E13,37,Cash,Walk-in,3
6/19/2023,C732,60,Female,Acrylic Nails,CAD 54.04,E15,96,Mobile Payment,Pre-booked,3
12/26/2023,C733,58,Male,Manicure,CAD 74.68,E15,95,Debit Card,Pre-booked,4
11/10/2023,C734,62,Female,Nail Art,CAD 99.79,E2,98,Credit Card,Walk-in,4
7/27/2023,C735,37,Female,Acrylic Nails,CAD 26.79,E15,65,Mobile Payment,Walk-in,4
12/17/2023,C736,62,Female,Gel Nails,CAD 29.97,E14,109,Credit Card,Walk-in,1
9/5/2023,C737,36,Male,Nail Art,CAD 54.92,E15,93,Credit Card,Pre-booked,3
12/28/2023,C738,18,Male,Acrylic Nails,CAD 96.68,E7,37,Debit Card,Pre-booked,3
11/18/2023,C739,41,Male,Acrylic Nails,CAD 81.54,E7,100,Debit Card,Pre-booked,1
7/31/2023,C740,49,Female,Nail Art,CAD 42.13,E10,74,Debit Card,Walk-in,4
10/8/2023,C741,49,Female,Pedicure,CAD 126.31,E12,70,Credit Card,Pre-booked,1
7/1/2023,C742,55,Male,Gel Nails,CAD 53.07,E8,119,Debit Card,Walk-in,4
11/13/2023,C743,50,Female,Foot Massage,CAD 54.56,E10,55,Mobile Payment,Pre-booked,4
12/17/2023,C744,29,Male,Manicure,CAD 31.79,E13,116,Mobile Payment,Walk-in,4
10/21/2023,C745,30,Female,Manicure,CAD 125.24,E2,34,Cash,Pre-booked,5
1/2/2023,C746,26,Male,Acrylic Nails,CAD 106.43,E2,105,Mobile Payment,Pre-booked,4
5/14/2023,C747,50,Female,Manicure,CAD 27.03,E10,71,Cash,Pre-booked,4
8/12/2023,C748,45,Female,Gel Nails,CAD 83.37,E5,32,Cash,Pre-booked,5
10/23/2023,C749,51,Female,Foot Massage,CAD 81.19,E11,82,Cash,Pre-booked,4
8/9/2023,C750,51,Male,Acrylic Nails,CAD 131.83,E1,62,Cash,Walk-in,4
11/24/2023,C751,50,Male,Acrylic Nails,CAD 27.15,E12,108,Credit Card,Pre-booked,3
1/14/2023,C752,55,Male,Foot Massage,CAD 43.09,E15,64,Cash,Pre-booked,2
7/19/2023,C753,51,Male,Pedicure,CAD 49.46,E4,117,Mobile Payment,Walk-in,3
1/24/2023,C754,63,Female,Acrylic Nails,CAD 50.50,E8,116,Debit Card,Pre-booked,5
12/30/2023,C755,27,Female,Gel Nails,CAD 118.75,E4,91,Mobile Payment,Pre-booked,2
6/11/2023,C756,45,Female,Manicure,CAD 134.34,E10,68,Credit Card,Walk-in,3
6/18/2023,C757,65,Female,Nail Art,CAD 128.20,E5,89,Cash,Walk-in,4
6/25/2023,C758,44,Female,Pedicure,CAD 131.82,E8,36,Mobile Payment,Walk-in,3
5/8/2023,C759,32,Female,Foot Massage,CAD 66.92,E9,99,Credit Card,Pre-booked,5
10/5/2023,C760,18,Female,Pedicure,CAD 32.37,E14,32,Debit Card,Walk-in,2
11/3/2023,C761,59,Female,Nail Art,CAD 121.07,E1,56,Cash,Pre-booked,5
7/28/2023,C762,26,Female,Acrylic Nails,CAD 122.75,E10,96,Cash,Pre-booked,1
2/4/2023,C763,24,Female,Nail Art,CAD 35.66,E12,63,Mobile Payment,Pre-booked,1
1/24/2023,C764,40,Female,Pedicure,CAD 116.86,E8,117,Debit Card,Pre-booked,3
9/4/2023,C765,60,Male,Acrylic Nails,CAD 47.10,E2,109,Mobile Payment,Walk-in,2
6/9/2023,C766,45,Male,Nail Art,CAD 69.45,E8,45,Debit Card,Pre-booked,5
10/6/2023,C767,54,Female,Pedicure,CAD 127.78,E12,93,Cash,Walk-in,2
6/16/2023,C768,41,Female,Gel Nails,CAD 69.37,E3,46,Debit Card,Walk-in,4
10/7/2023,C769,60,Female,Gel Nails,CAD 115.99,E8,85,Credit Card,Walk-in,3
7/27/2023,C770,58,Female,Manicure,CAD 135.25,E6,82,Mobile Payment,Walk-in,1
3/1/2023,C771,32,Male,Nail Art,CAD 23.67,E12,95,Credit Card,Walk-in,1
1/3/2023,C772,53,Male,Acrylic Nails,CAD 87.54,E14,36,Credit Card,Walk-in,5
4/12/2023,C773,56,Female,Nail Art,CAD 73.58,E2,85,Mobile Payment,Walk-in,3
6/26/2023,C774,27,Male,Foot Massage,CAD 141.90,E5,96,Debit Card,Pre-booked,2
4/27/2023,C775,30,Male,Foot Massage,CAD 66.62,E9,64,Debit Card,Pre-booked,1
9/5/2023,C776,65,Male,Manicure,CAD 23.93,E11,39,Debit Card,Pre-booked,1
2/18/2023,C777,47,Male,Nail Art,CAD 36.65,E13,78,Debit Card,Pre-booked,2
8/29/2023,C778,24,Male,Pedicure,CAD 146.38,E10,74,Mobile Payment,Pre-booked,3
6/16/2023,C779,50,Female,Gel Nails,CAD 143.37,E6,103,Cash,Pre-booked,3
7/1/2023,C780,57,Female,Pedicure,CAD 28.32,E14,114,Mobile Payment,Pre-booked,4
11/8/2023,C781,26,Female,Nail Art,CAD 95.58,E1,118,Mobile Payment,Walk-in,3
9/11/2023,C782,40,Female,Acrylic Nails,CAD 40.86,E7,96,Debit Card,Walk-in,2
1/20/2023,C783,57,Female,Nail Art,CAD 78.28,E2,101,Mobile Payment,Walk-in,5
3/30/2023,C784,32,Female,Acrylic Nails,CAD 36.54,E12,67,Mobile Payment,Pre-booked,3
1/1/2023,C785,60,Male,Gel Nails,CAD 136.14,E3,86,Mobile Payment,Walk-in,2
3/19/2023,C786,22,Female,Gel Nails,CAD 74.66,E14,73,Debit Card,Pre-booked,3
9/16/2023,C787,64,Male,Acrylic Nails,CAD 137.21,E3,61,Credit Card,Walk-in,1
3/6/2023,C788,25,Female,Foot Massage,CAD 102.60,E4,110,Mobile Payment,Pre-booked,5
12/6/2023,C789,30,Female,Manicure,CAD 35.03,E3,56,Credit Card,Pre-booked,4
9/17/2023,C790,20,Male,Manicure,CAD 41.96,E10,40,Cash,Walk-in,3
2/24/2023,C791,48,Male,Pedicure,CAD 73.96,E13,48,Debit Card,Pre-booked,2
7/18/2023,C792,31,Male,Gel Nails,CAD 95.07,E15,80,Debit Card,Walk-in,3
3/3/2023,C793,27,Female,Foot Massage,CAD 80.47,E11,88,Mobile Payment,Walk-in,4
11/1/2023,C794,30,Male,Gel Nails,CAD 95.91,E9,91,Debit Card,Pre-booked,5
11/23/2023,C795,30,Male,Acrylic Nails,CAD 140.81,E5,96,Debit Card,Pre-booked,3
2/28/2023,C796,49,Female,Foot Massage,CAD 140.19,E8,48,Debit Card,Walk-in,2
3/16/2023,C797,47,Female,Acrylic Nails,CAD 148.39,E2,43,Debit Card,Pre-booked,3
3/26/2023,C798,61,Female,Nail Art,CAD 77.69,E2,76,Cash,Pre-booked,5
5/11/2023,C799,51,Female,Gel Nails,CAD 50.44,E1,60,Cash,Pre-booked,4
3/1/2023,C800,62,Male,Pedicure,CAD 73.56,E2,81,Cash,Pre-booked,1
3/22/2023,C801,64,Female,Pedicure,CAD 28.59,E4,55,Debit Card,Pre-booked,2
1/31/2023,C802,38,Female,Pedicure,CAD 97.04,E10,42,Mobile Payment,Walk-in,3
6/7/2023,C803,36,Male,Acrylic Nails,CAD 111.74,E9,102,Debit Card,Pre-booked,4
12/15/2023,C804,37,Male,Gel Nails,CAD 38.53,E5,95,Mobile Payment,Pre-booked,2
11/1/2023,C805,55,Male,Manicure,CAD 142.19,E1,42,Mobile Payment,Pre-booked,2
5/31/2023,C806,46,Female,Pedicure,CAD 88.43,E10,77,Credit Card,Walk-in,3
12/13/2023,C807,58,Female,Manicure,CAD 63.33,E15,47,Cash,Walk-in,1
8/23/2023,C808,21,Female,Acrylic Nails,CAD 40.47,E13,79,Debit Card,Pre-booked,5
1/19/2023,C809,40,Male,Nail Art,CAD 29.29,E7,40,Credit Card,Walk-in,5
7/31/2023,C810,36,Male,Pedicure,CAD 136.06,E10,62,Cash,Pre-booked,5
2/11/2023,C811,50,Male,Nail Art,CAD 108.41,E13,58,Credit Card,Pre-booked,4
2/6/2023,C812,55,Male,Nail Art,CAD 146.73,E13,38,Debit Card,Walk-in,5
3/22/2023,C813,54,Male,Pedicure,CAD 93.47,E14,48,Debit Card,Pre-booked,3
9/30/2023,C814,31,Male,Manicure,CAD 50.01,E2,98,Credit Card,Pre-booked,4
12/13/2023,C815,41,Female,Foot Massage,CAD 61.88,E14,44,Debit Card,Walk-in,2
11/26/2023,C816,64,Male,Pedicure,CAD 141.16,E14,93,Credit Card,Pre-booked,5
10/24/2023,C817,32,Male,Pedicure,CAD 136.09,E6,110,Mobile Payment,Pre-booked,4
7/29/2023,C818,33,Male,Foot Massage,CAD 133.18,E6,99,Credit Card,Pre-booked,1
9/16/2023,C819,44,Female,Acrylic Nails,CAD 110.33,E15,40,Mobile Payment,Pre-booked,2
12/19/2023,C820,21,Female,Manicure,CAD 42.03,E3,46,Cash,Walk-in,1
8/8/2023,C821,23,Male,Foot Massage,CAD 129.78,E4,106,Mobile Payment,Pre-booked,2
10/7/2023,C822,55,Female,Foot Massage,CAD 64.00,E6,109,Debit Card,Pre-booked,3
12/17/2023,C823,59,Female,Manicure,CAD 138.80,E10,38,Mobile Payment,Pre-booked,1
11/8/2023,C824,25,Male,Acrylic Nails,CAD 90.70,E4,46,Debit Card,Walk-in,2
8/5/2023,C825,43,Female,Acrylic Nails,CAD 59.63,E6,32,Mobile Payment,Walk-in,2
2/16/2023,C826,23,Male,Gel Nails,CAD 148.00,E11,98,Cash,Pre-booked,3
2/26/2023,C827,42,Female,Pedicure,CAD 45.37,E5,93,Debit Card,Walk-in,4
8/23/2023,C828,46,Male,Acrylic Nails,CAD 101.43,E7,35,Debit Card,Walk-in,2
8/22/2023,C829,63,Male,Pedicure,CAD 35.74,E3,46,Mobile Payment,Walk-in,3
9/10/2023,C830,50,Male,Nail Art,CAD 90.86,E1,66,Mobile Payment,Walk-in,5
6/17/2023,C831,48,Female,Pedicure,CAD 146.07,E1,95,Mobile Payment,Walk-in,4
12/10/2023,C832,40,Female,Pedicure,CAD 67.23,E11,89,Mobile Payment,Walk-in,5
5/10/2023,C833,59,Female,Acrylic Nails,CAD 78.56,E15,74,Credit Card,Walk-in,4
6/19/2023,C834,26,Female,Gel Nails,CAD 47.36,E4,58,Mobile Payment,Walk-in,3
1/15/2023,C835,22,Male,Nail Art,CAD 84.73,E1,38,Mobile Payment,Walk-in,2
3/22/2023,C836,46,Male,Foot Massage,CAD 51.79,E10,80,Cash,Pre-booked,4
7/30/2023,C837,58,Male,Manicure,CAD 92.28,E10,108,Credit Card,Walk-in,3
1/16/2023,C838,64,Male,Foot Massage,CAD 69.91,E6,119,Credit Card,Pre-booked,2
10/3/2023,C839,31,Female,Manicure,CAD 45.06,E11,70,Debit Card,Walk-in,1
2/15/2023,C840,29,Female,Nail Art,CAD 135.15,E2,70,Debit Card,Pre-booked,2
4/22/2023,C841,54,Female,Manicure,CAD 39.85,E2,82,Mobile Payment,Pre-booked,2
1/31/2023,C842,60,Female,Foot Massage,CAD 52.43,E2,47,Cash,Walk-in,1
2/11/2023,C843,39,Female,Pedicure,CAD 104.51,E5,64,Credit Card,Walk-in,1
8/30/2023,C844,45,Female,Gel Nails,CAD 149.23,E10,58,Debit Card,Walk-in,2
4/21/2023,C845,51,Male,Foot Massage,CAD 79.72,E9,56,Credit Card,Walk-in,4
